 CH3OH   = HCO+    + H2      + H                            
1
 2 298.0
 26  65
 460.0  8.252E-02
 480.0  8.199E-02
 499.3  8.444E-02
 500.0  8.442E-02
 520.0  8.347E-02
 540.0  8.354E-02
 554.5  8.590E-02
 560.0  8.552E-02
 580.0  8.185E-02
 584.7  8.060E-02
 600.0  8.428E-02
 609.4  9.248E-02
 620.0  2.364E-01
 625.3  2.390E-01
 629.7  2.375E-01
 640.0  2.342E-01
 660.0  2.310E-01
 680.0  2.254E-01
 700.0  2.036E-01
 720.0  1.731E-01
 740.0  1.502E-01
 760.0  1.323E-01
 764.6  1.278E-01
 770.4  1.221E-01
 780.0  1.058E-01
 790.2  8.565E-02
 800.0  6.743E-02
 820.0  3.927E-02
 834.2  2.754E-02
 840.0  2.413E-02
 860.0  1.406E-02
 880.0  8.565E-03
 900.0  5.503E-03
 920.0  3.411E-03
 923.1  3.082E-03
 933.4  1.983E-03
 937.8  1.514E-03
 940.0  1.279E-03
 949.7  2.445E-04
 960.0  1.058E-05
