 CH3C2H  = C3H3+   + H       + E                            
1
 2 298.0
 37  74
 609.4  5.000E-01
 620.0  5.000E-01
 625.3  5.170E-01
 629.7  5.200E-01
 640.0  5.200E-01
 660.0  5.400E-01
 680.0  5.500E-01
 700.0  5.600E-01
 720.0  5.660E-01
 740.0  5.780E-01
 760.0  5.690E-01
 764.6  5.550E-01
 770.4  5.600E-01
 780.0  5.450E-01
 790.2  5.330E-01
 800.0  5.110E-01
 820.0  4.710E-01
 834.2  4.670E-01
 840.0  4.770E-01
 860.0  4.850E-01
 880.0  4.930E-01
 900.0  4.970E-01
 920.0  4.300E-01
 923.1  4.280E-01
 933.4  4.000E-01
 937.8  3.880E-01
 940.0  3.710E-01
 949.7  3.660E-01
 960.0  3.070E-01
 972.5  2.460E-01
 977.0  2.240E-01
 980.0  2.160E-01
 991.0  1.690E-01
1000.0  1.410E-01
1020.0  8.900E-02
1025.7  7.300E-02
1035.0  5.000E-02
1060.0  1.000E-02
